OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_1,LC_2,LC_4,LC_5,LC_6,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_6_ratio,LC_7_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
17,21,ORISSA,17,KHORDHA  *,118,CHILIKA,17,PURI,2117,,1.48331867012,0.05883665464,743533,16604,11817,38157,15217,10965,40143,0,45,498,58,0,0,395,114,79,62,1381,0,132,0,156,0.577621495252356,0.359929442405701,0.385583100758737,0.401632219552994,-0.11794517651528,-0.109523236751556,66325,0.1653222766679231,0.6052468903128534,2920,0.0,0.0154109589041095,0.1705479452054794,0.0198630136986301,0.0,0.0,0.1352739726027397,0.0390410958904109,0.0270547945205479,0.0212328767123287,0.472945205479452,0.0,0.0452054794520547,0.0,0.0534246575342465,2016,-0.0692609623074532,-0.0871950783270319,0.563895997638186,0.3609027564525605,0.322870680365709,0.333249181509018,13515,329993
19,21,ORISSA,19,GANJAM,129,SURADA,19,ASKA,2119,,2.23834276643,0.10483673775,1428630,3161,7248,4473,2010,7564,4799,0,52,532,827,0,0,677,459,12,4,2000,9,598,0,23,0.393291633259139,0.321373447775841,0.399593552032537,0.399929836392403,-0.0580291752222422,-0.0485385954380035,14373,0.5262645237598275,0.3338899325123495,5193,0.0,0.0100134796841902,0.1024455998459464,0.1592528403620258,0.0,0.0,0.130367802811477,0.0883882149046793,0.0023108030040439,0.0007702676680146,0.3851338340073175,0.0017331022530329,0.1151550163681879,0.0,0.0044290390910841,2016,-0.0477133989334106,-0.0568908572948267,0.401613986425885,0.325517073273659,0.377660600570104,0.378547668457031,13641,988014
12,21,ORISSA,28,NABARANGAPUR  *,74,JHARIGAM (ST),12,NABARANGPUR (ST),2112,,2.48522305578,0.13965703701,1916945,2008,3756,291,1176,4382,195,0,0,650,39,0,0,15,240,201,0,5752,0,26,0,0,0.389115572781176,0.334089547395706,0.324184915501617,0.304386764764786,0.0426142028812957,0.0724487490952015,5753,0.7616895532765514,0.03389535894316,6923,0.0,0.0,0.0938899321103567,0.0056333959266214,0.0,0.0,0.0021666907410082,0.0346670518561317,0.0290336559295103,0.0,0.8308536761519573,0.0,0.0037555972844142,0.0,0.0,2016,0.108501505106688,0.0794121142919883,0.409535201763871,0.346201404929161,0.288118665143297,0.273138239979744,9114,1668999
19,21,ORISSA,19,GANJAM,125,KABISURYANAGAR,19,ASKA,2119,,1.62633685667,0.04130049441,558118,2713,6314,1531,3092,5605,1648,0,0,11,1,0,0,24,45,3,0,1636,20,300,0,10,0.682249101951156,0.481955200433731,0.365419841105272,0.3521838337183,-0.0376520159413072,-0.0199714200571179,10345,0.541807636539391,0.1593040115998066,2050,0.0,0.0,0.0053658536585365,0.0004878048780487,0.0,0.0,0.0117073170731707,0.0219512195121951,0.0014634146341463,0.0,0.7980487804878049,0.0097560975609756,0.1463414634146341,0.0,0.0048780487804878,2016,0.0380987357348204,0.0115783634711959,0.685836264632719,0.4980636090040204,0.304163821071133,0.294568955898285,13641,988014
19,21,ORISSA,19,GANJAM,126,KHALIKOTE (SC),19,ASKA,2119,,1.79676891036,0.04816799023,567633,8814,12861,73926,9881,9942,75286,0,0,22,2,0,0,98,60,24,34,1598,33,245,0,270,0.695008986853063,0.519632250070572,0.289298449658864,0.341960802674294,-0.0889481601681423,-0.0397253725677729,95109,0.1045326940668075,0.7915759812425743,2386,0.0,0.0,0.0092204526404023,0.0008382229673093,0.0,0.0,0.0410729253981559,0.0251466890192791,0.0100586756077116,0.0142497904442581,0.6697401508801342,0.0138306789606035,0.1026823134953897,0.0,0.113160100586756,2016,0.0187659673392773,-0.0445907211240152,0.714884305279702,0.544753894209862,0.244225479780508,0.281574204564095,13641,988014
19,21,ORISSA,19,GANJAM,128,ASKA,19,ASKA,2119,,1.19854563299,0.0237245003,320417,2487,3746,0,2953,2725,24,0,0,0,0,0,0,0,0,0,0,1092,19,58,0,0,0.859222746163784,0.662898540496826,0.339726937697633,0.334888234734535,-0.0065565996785461,-0.0001542876052553,5702,0.4779024903542617,0.0042090494563311,1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934131736526946,0.0162532078699743,0.0496150556030795,0.0,0.0,2016,0.0075660976581275,-0.0065953925513225,0.8698601383421516,0.683987349271774,0.328516552172526,0.328542426228523,13641,988014
19,21,ORISSA,19,GANJAM,130,SANAKHEMUNDI,19,ASKA,2119,,2.36218845453,0.06848589985,937647,2057,3278,1,1476,3254,94,0,1,427,3,0,0,160,343,1,0,1862,2,596,0,1,0.419495333813715,0.355845540761948,0.393544389155676,0.383796632289886,-0.0467159934888269,-0.0399817749857903,4824,0.6745439469320066,0.019485903814262,3396,0.0,0.0002944640753828,0.125736160188457,0.0008833922261484,0.0,0.0,0.0471142520612485,0.1010011778563015,0.0002944640753828,0.0,0.5482921083627798,0.0005889281507656,0.1755005889281507,0.0,0.0002944640753828,2016,-0.0196018368005753,-0.0283686540739799,0.426656458540021,0.3633464053273205,0.358808157323849,0.356672316789627,13641,988014
21,21,ORISSA,27,RAYAGADA  *,138,GUNUPUR (ST),21,KORAPUT (ST),2121,,3.3873367724,0.23233166273,3163788,6807,23459,4900,11283,15816,3873,0,25,1636,1588,0,0,1117,4154,41,6,1819,5,1111,0,11,0.32989490357133,0.304032742977142,0.367208596293792,0.363294020295143,-0.0313381722497647,-0.0177513528615236,30972,0.5106547849670671,0.1250484308407594,11513,0.0,0.0021714583514288,0.1421002345175019,0.1379310344827586,0.0,0.0,0.0970207591418396,0.3608095196734127,0.0035611916963432,0.0005211500043429,0.1579953096499609,0.0004342916702857,0.0964996091374967,0.0,0.0009554416746286,2016,-0.0196338901296258,-0.0304767976904394,0.3212646724952905,0.2935418039560314,0.326271428583751,0.324022620916367,2887,2826697
20,21,ORISSA,20,GAJAPATI  *,136,MOHANA (ST),20,BERHAMPUR,2120,,3.55786429772,0.27210822964,3731961,1614,3559,9496,1692,4202,8432,0,159,2997,1005,0,0,2377,6189,36,27,416,0,286,1,1,0.3104865441806,0.294950664043427,0.422279102643456,0.419249624013901,-0.0531768688976271,-0.0446906220167875,14326,0.2933128577411699,0.5885802038252129,13494,0.0,0.011783014673188,0.2220987105380168,0.0744775455758114,0.0,0.0,0.1761523640136356,0.4586482881280569,0.002667852378835,0.0020008892841262,0.0308285163776493,0.0,0.0211946050096339,7.410701052319549e-05,7.410701052319549e-05,2016,0.0019423612393438,-0.010462951781868,0.305848821821157,0.287769764661789,0.35649649159451,0.351658046245575,14326,3746630
19,21,ORISSA,19,GANJAM,131,HINJILI,19,ASKA,2119,,1.3614599151,0.03075392013,411603,6333,5427,71,7200,4059,173,0,0,3,0,0,0,3,8,0,0,1397,35,81,0,0,0.739624291560753,0.569805502891541,0.364351347080489,0.3606296479702,-0.0580774760754617,-0.0544433332979679,11432,0.3550559832050385,0.0151329601119664,1527,0.0,0.0,0.0019646365422396,0.0,0.0,0.0,0.0019646365422396,0.0052390307793058,0.0,0.0,0.9148657498362804,0.022920759659463,0.0530451866404715,0.0,0.0,2016,0.0084574483335018,-0.0074382854506181,0.774047902896317,0.5990807563066485,0.301012724953568,0.298537880182266,13641,988014
12,21,ORISSA,28,NABARANGAPUR  *,76,DABUGAM (ST),12,NABARANGPUR (ST),2112,,2.39080490154,0.11067581897,1519362,723,3710,120,524,3628,138,0,0,158,18,0,2,2,72,8,0,5175,2,49,0,0,0.389952677486147,0.344884157180786,0.324703205238663,0.295239984989166,0.0463503360757797,0.087120421230793,4290,0.8456876456876457,0.0321678321678321,5486,0.0,0.0,0.0288005833029529,0.0032810791104629,0.0,0.0003645643456069,0.0003645643456069,0.0131243164418519,0.0014582573824279,0.0,0.9433102442581116,0.0003645643456069,0.0089318264673714,0.0,0.0,2016,0.112698890268803,0.0718869014935761,0.397263896959282,0.3488337099552155,0.294712204140989,0.270728051662445,9114,1668999
20,21,ORISSA,19,GANJAM,127,CHHATRAPUR (SC),20,BERHAMPUR,2120,,1.12741505514,0.04191523579,521168,24590,19913,11466,28189,14535,12233,0,0,15,0,0,0,5,189,116,42,1497,60,105,3,46,1.29082326849416,0.747061938047409,0.346025268691004,0.34705463051796,-0.0616354253260817,-0.0303839556872845,54957,0.2644795021562312,0.2225922084538821,2078,0.0,0.0,0.0072184793070259,0.0,0.0,0.0,0.0024061597690086,0.0909528392685274,0.0558229066410009,0.0202117420596727,0.7204042348411934,0.0288739172281039,0.0505293551491819,0.0014436958614051,0.0221366698748796,2016,0.0014841567026451,-0.0308273270137935,1.3476988523983149,0.779647424817085,0.303740370431796,0.305983573198318,14326,3746630
21,21,ORISSA,27,RAYAGADA  *,140,RAYAGADA (ST),21,KORAPUT (ST),2121,,4.19421621863,0.19391141054,2661908,3172,4313,529,2128,4843,526,0,0,1062,713,0,1,40,3605,2905,0,990,20,281,0,0,0.499757514675355,0.301605463027954,0.357032063797786,0.354795932769775,0.0142946042261837,0.0268322331830859,7497,0.6459917300253435,0.0701613978924903,9617,0.0,0.0,0.1104294478527607,0.0741395445565145,0.0,0.0001039825309348,0.0041593012373921,0.3748570240199646,0.3020692523656025,0.0,0.1029427056254549,0.002079650618696,0.0292190911926796,0.0,0.0,2016,0.0360873639583588,0.0210391431874807,0.5029226225536735,0.3007427155971525,0.323083590415202,0.320636719465256,2887,2826697
20,21,ORISSA,19,GANJAM,134,DIGAPAHANDI,20,BERHAMPUR,2120,,2.00487563118,0.06362696799,865339,2166,6517,2072,1958,5582,2932,0,2,201,7,0,0,103,321,21,10,2104,22,358,0,0,0.552910425767213,0.393660545349121,0.371711287375702,0.352204203605652,-0.0366184754847248,-0.014606845099479,10472,0.5330404889228418,0.2799847211611918,3149,0.0,0.0006351222610352,0.0638297872340425,0.0022229279136233,0.0,0.0,0.0327087964433153,0.1019371228961575,0.0066687837408701,0.0031756113051762,0.6681486186090823,0.0069863448713877,0.1136868847253096,0.0,0.0,2016,-0.0036038242978975,-0.0216302153202474,0.5667157320091536,0.408567115664482,0.343497426183356,0.336385160684586,14326,3746630
20,21,ORISSA,19,GANJAM,132,GOPALPUR,20,BERHAMPUR,2120,,1.16484038578,0.02390620526,318387,4514,5644,600,4916,2758,831,0,0,0,0,0,0,0,38,27,3,1029,69,15,0,0,1.59230276627351,0.989735901355743,0.34260336844647,0.331606835126877,-0.0382077071639401,-0.0023826011456549,8505,0.3242798353909465,0.0977072310405643,1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321761219305673,0.0228619813717188,0.0025402201524132,0.8712955122777307,0.0584250635055038,0.012701100762066,0.0,0.0,2016,-0.0085245529189705,-0.0387230076088022,1.6537141656331449,1.0280626118183114,0.332621111523344,0.331673622131348,14326,3746630
20,21,ORISSA,19,GANJAM,133,BERHAMPUR,20,BERHAMPUR,2120,,0.3533923038,0.00268021724,36547,185,173,0,148,167,0,0,0,0,0,0,0,0,2,0,0,62,72,0,0,0,18.9606348732204,15.4831104278564,0.280175183554652,0.283824920654297,-0.0114984301233463,0.0122449612244964,315,0.5301587301587302,0.0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.4558823529411764,0.5294117647058824,0.0,0.0,0.0,2016,-0.0182320792227983,-0.0424676903369102,16.55488037814695,14.2285802364349,0.302863925021429,0.306913554668427,14326,3746630
20,21,ORISSA,19,GANJAM,135,CHIKITI,20,BERHAMPUR,2120,,2.61941539535,0.06964327102,920489,6388,19600,12376,4955,20002,11700,0,100,291,36,0,0,263,520,55,23,1737,24,309,3,90,0.447701833480914,0.352633371949196,0.392754268337676,0.385937392711639,-0.0585025820924783,-0.0371452048420906,36657,0.5456529448672832,0.3191750552418365,3451,0.0,0.0289771080846131,0.0843233845262242,0.0104317589104607,0.0,0.0,0.0762097942625326,0.1506809620399884,0.0159374094465372,0.006664734859461,0.5033323674297305,0.0069545059403071,0.0895392639814546,0.0008693132425383,0.0260793972761518,2016,0.0049871103838086,-0.0227752623633287,0.456075871929791,0.3654235973954199,0.335203793500403,0.331320345401764,14326,3746630
12,21,ORISSA,28,NABARANGAPUR  *,75,NABARANGPUR (ST),12,NABARANGPUR (ST),2112,,2.93125393916,0.09790095138,1296530,8200,13438,29803,5679,16653,28818,0,0,58,15,0,0,1,172,129,50,4293,14,43,10,63,0.550352482809463,0.391797080636024,0.286121886213108,0.278209775686264,0.03999928183347,0.0885434523224831,51150,0.3255718475073313,0.5634017595307917,4848,0.0,0.0,0.0119636963696369,0.0030940594059405,0.0,0.0,0.0002062706270627,0.0354785478547854,0.0266089108910891,0.0103135313531353,0.885519801980198,0.0028877887788778,0.0088696369636963,0.002062706270627,0.0129950495049504,2016,0.107075981795788,0.0577229846532721,0.5703800526191365,0.411258570849895,0.268535738490712,0.257991522550583,9114,1668999
12,21,ORISSA,29,KORAPUT,142,KOTPAD (ST),12,NABARANGPUR (ST),2112,,3.54067733475,0.16067605106,2192957,6290,11170,1938,4405,11622,2677,0,3,116,682,0,2,602,855,611,0,4871,11,197,0,0,0.403026214505672,0.347096174955368,0.342357182421012,0.328836619853973,0.0023240855296961,0.0464800298213959,18704,0.6213644140290847,0.1431244653550042,7950,0.0,0.000377358490566,0.0145911949685534,0.0857861635220125,0.0,0.000251572327044,0.0757232704402515,0.1075471698113207,0.0768553459119496,0.0,0.6127044025157232,0.0013836477987421,0.0247798742138364,0.0,0.0,2016,0.0791880860924721,0.0285352344610749,0.4145264802056895,0.353690065443516,0.31527548253517,0.302036851644516,9114,1668999
21,21,ORISSA,29,KORAPUT,141,LAKSHMIPUR (ST),21,KORAPUT (ST),2121,,3.95123942954,0.20265844535,2767899,2870,5628,14048,1575,6827,13954,0,1,1094,533,0,10,45,3211,3415,13,1397,0,289,10,26,0.374155300774142,0.303825557231903,0.353519425167775,0.351553976535797,2.43365599874713e-05,0.018373953178525,22356,0.3053766326713186,0.6241724816604044,10044,0.0,9.956192751891676e-05,0.1089207487056949,0.0530665073675826,0.0,0.0009956192751891,0.0044802867383512,0.3196933492632417,0.3400039824771007,0.0012943050577459,0.1390880127439267,0.0,0.0287733970529669,0.0009956192751891,0.0025886101154918,2016,0.0361482352018356,0.0155889926063456,0.3825044265518574,0.305206596851349,0.335405439101335,0.331020623445511,2887,2826697
21,21,ORISSA,29,KORAPUT,143,JEYPORE,21,KORAPUT (ST),2121,,1.5858659792,0.07269743564,984555,3012,6296,7088,3809,5388,5817,0,1,172,143,0,2,12,199,74,14,2878,16,101,2,1,0.772154624668158,0.444900557398796,0.329031349874766,0.305579304695129,-0.0331903462270154,0.0093588111922144,15014,0.3588650592780072,0.3874383908352204,3615,0.0,0.0002766251728907,0.047579529737206,0.0395573997233748,0.0,0.0005532503457814,0.0033195020746887,0.0550484094052558,0.0204702627939142,0.0038727524204702,0.7961272475795297,0.0044260027662517,0.027939142461964,0.0005532503457814,0.0002766251728907,2016,0.0311061590909958,-0.0216337364789021,0.8067975768610189,0.472942717373371,0.31479551835083,0.29071170091629,2887,2826697
20,21,ORISSA,20,GAJAPATI  *,137,PARALAKHEMUNDI,20,BERHAMPUR,2120,,2.0342493589,0.08107100366,1105865,3080,7048,238,3840,5807,63,0,7,260,260,0,0,274,1220,1,0,1442,29,516,0,0,0.46693732175935,0.351632803678513,0.403515292125061,0.399721562862396,-0.0682912305172853,-0.0506716519594193,9710,0.598043254376931,0.0064881565396498,4009,0.0,0.0017460713394861,0.0648540783237715,0.0648540783237715,0.0,0.0,0.0683462210027438,0.3043152905961586,0.0002494387627837,0.0,0.3596906959341481,0.0072337241207283,0.1287104015964081,0.0,0.0,2016,-0.0040504899807274,-0.0271432086985522,0.454677729198972,0.346045084297657,0.354259053487256,0.347677141427994,14326,3746630
21,21,ORISSA,29,KORAPUT,144,KORAPUT (SC),21,KORAPUT (ST),2121,,2.82860468062,0.11857162286,1531886,23472,24871,52318,2818,40788,56083,0,1,51,272,0,7,34,720,2593,22,1871,0,168,111,32,0.46364065128647,0.322940707206726,0.302127700378149,0.32154843211174,-0.01022957919575,0.0320632755756378,99689,0.4091524641635486,0.562579622626368,5882,0.0,0.000170010200612,0.0086705202312138,0.0462427745664739,0.0,0.0011900714042842,0.0057803468208092,0.1224073444406664,0.4408364501870112,0.0037402244134648,0.3180890853451207,0.0,0.0285617137028221,0.018871132267936,0.0054403264195851,2016,0.0580899715423584,0.0118710211170408,0.4711345925942385,0.3243638575077055,0.29264537066323,0.304754942655563,2887,2826697
21,21,ORISSA,29,KORAPUT,145,POTTANGI (ST),21,KORAPUT (ST),2121,,2.98497506235,0.16407218931,2152059,23785,40846,42427,5309,56138,45338,0,13,186,248,0,3,73,2515,3328,23,1554,3,31,112,35,0.58025489576221,0.307277917861938,0.30751316555443,0.313560634851456,0.0088323337183406,0.0477157607674599,106785,0.5257105398698318,0.4245727396169874,8124,0.0,0.0016001969473165,0.0228951255539143,0.0305268340718857,0.0,0.0003692762186115,0.008985721319547,0.3095765632693255,0.4096504185130478,0.0028311176760216,0.1912850812407681,0.0003692762186115,0.0038158542589857,0.0137863121614967,0.0043082225504677,2016,0.0655795261263847,0.0216554034863474,0.591195308468417,0.3101771920919415,0.299635019289968,0.306960314512253,2887,2826697
12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,3082346,31025,64587,113424,16551,77293,114090,3,52,1225,2123,0,0,375,2669,1276,236,3034,0,625,2,230,0.384215958575931,0.330154687166214,0.358524396827801,0.358082264661789,-0.0508669622483978,-0.0107741616666317,207934,0.3717189108082372,0.5486837169486471,11850,0.000253164556962,0.0043881856540084,0.1033755274261603,0.1791561181434599,0.0,0.0,0.0316455696202531,0.2252320675105485,0.1076793248945147,0.0199156118143459,0.2560337552742616,0.0,0.0527426160337552,0.000168776371308,0.0194092827004219,2016,0.043828260153532,-0.002567304654871,0.383364003394671,0.3254122883081435,0.329754510941946,0.330810755491257,9114,1668999
12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,3457582,3336,32095,16220,6211,27507,16050,0,7,1914,923,0,0,747,3267,650,31,4589,3,491,1,16,0.335331513737417,0.303796976804733,0.370476261288309,0.346921861171722,-0.0082435770908665,0.0363480858504772,49768,0.5527045491078605,0.3224963832181321,12639,0.0,0.0005538412849117,0.1514360313315927,0.0730279294247962,0.0,0.0,0.0591027771184429,0.2584856396866841,0.0514281193132368,0.0024527256903236,0.3630825223514518,0.0002373605506764,0.0388480101273834,7.912018355882586e-05,0.0012659229369412,2016,0.0825843438506126,0.0420998622594393,0.343417493039208,0.302727296948433,0.339442606230117,0.323011040687561,9114,1668999
