OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NDBI_mean,NDBI_median,NL_mean,NL_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
10,10,BIHAR,8,KISHANGANJ,52,Bahadurganj,10,KISHANGANJ,1010,,1.40787898851,0.04671231285,609153,26202,7837,0,24379,7638,0,0,0,0,0,0,0,0,2322,0,0,0,0,-0.047338020439963,-0.036533338949084,0.590495517873085,0.54409122467041,0.281430543397983,0.269019037485123,32017,0.2385607645938095,0.0,2322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,-0.017712702974677,-0.04339085627702,0.6208967797085,0.580258935689926,0.32222528608942,0.309164971113205,66422,66537
9,10,BIHAR,7,ARARIA,51,Sikti,9,ARARIA,1009,,1.37856468045,0.04188842301,560750,9732,6264,0,9887,3794,0,0,0,0,0,0,0,0,2076,0,0,0,0,-0.219045844672278,-0.239610642194748,0.682055649587496,0.628460288047791,0.398382319460838,0.405828505754471,13681,0.2773189094364447,0.0,2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,-0.265018701553345,-0.24239113855679,0.728213666463392,0.655108392238617,0.441341837030774,0.459009334445,16917,17073
8,10,BIHAR,6,SUPAUL *,41,Nirmali,8,SUPAUL,1008,,1.66451987435,0.04654698915,447275,93718,92063,7808,113271,67281,9078,0,0,0,0,12,335,0,1802,8,3,95,47,-0.133976146561748,-0.154707722365856,0.944463950197417,0.911795198917389,0.301306892066148,0.332813024520874,189630,0.3548014554659073,0.0478721721246638,2302,0.0,0.0,0.0,0.0,0.0052128583840139,0.1455256298870547,0.0,0.7827975673327541,0.0034752389226759,0.0013032145960034,0.0412684622067767,0.0204170286707211,2017,-0.218601956963539,-0.197047453423657,0.782108155415363,0.724245578050613,0.394189303796765,0.430458188056946,175377,175937
17,10,BIHAR,15,GOPALGANJ,104,Hathua,17,GOPALGANJ (SC),1017,,0.87705311282,0.02500762946,333325,7659,3313,0,6907,1610,0,0,0,0,0,6,0,0,1219,13,2,0,0,-0.238224226503402,-0.247865617275238,1.495922811071621,1.355354785919189,0.389042922876353,0.395504951477051,8517,0.1890336973112598,0.0,1240,0.0,0.0,0.0,0.0,0.0048387096774193,0.0,0.0,0.9830645161290322,0.0104838709677419,0.0016129032258064,0.0,0.0,2017,-0.278163760900497,-0.269202379377568,1.032121515379543,0.925983369350433,0.458053293851185,0.470392525196075,26909,26914
17,10,BIHAR,15,GOPALGANJ,100,Barauli,17,GOPALGANJ (SC),1017,,0.94292808159,0.0250721519,288455,37151,19413,173,37004,6133,551,0,0,0,0,34,5,0,1158,25,2,3,12,-0.169334836686388,-0.174223229289055,1.879733179522827,1.653232932090759,0.344137943420722,0.35346394777298,43688,0.1403817982054568,0.0126121589452481,1239,0.0,0.0,0.0,0.0,0.0274414850686037,0.0040355125100887,0.0,0.9346246973365616,0.0201775625504439,0.0016142050040355,0.0024213075060532,0.009685230024213,2017,-0.209492020308971,-0.204728176638381,1.355828803317353,1.083259344100952,0.399907990053016,0.412863954901695,26909,26914
7,10,BIHAR,5,MADHUBANI,37,Rajnagar (SC),7,JHANJHARPUR,1007,,1.15355184344,0.02995550206,397874,7654,6870,34,6872,8697,5,0,0,0,0,0,0,0,1474,14,0,0,0,-0.096794546979219,-0.096276838332415,1.113236055029638,0.992832183837891,0.336301156685921,0.340118587017059,15574,0.5584307178631052,0.0003210479003467,1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905913978494624,0.0094086021505376,0.0,0.0,0.0,2017,-0.160817116498947,-0.158806301594463,0.882471818444215,0.738716006278992,0.428549028465387,0.435448035597801,13183,23469
9,10,BIHAR,7,ARARIA,48,Forbesganj,9,ARARIA,1009,,1.20571618027,0.03847483239,518170,4893,6694,0,6205,4118,0,0,0,0,0,5,0,0,1803,33,59,0,0,-0.20233610206564,-0.227796033024788,1.227845187664533,1.00502622127533,0.392035965509326,0.40046015381813,10323,0.3989150440763344,0.0,1900,0.0,0.0,0.0,0.0,0.0026315789473684,0.0,0.0,0.9489473684210528,0.0173684210526315,0.0310526315789473,0.0,0.0,2017,-0.226173564791679,-0.210762141785528,1.084058914084968,0.840443074703217,0.416187603654495,0.433208167552948,16917,17073
6,10,BIHAR,13,DARBHANGA,87,Jale,6,MADHUBANI,1006,,1.21407526296,0.02367536299,237573,33205,55184,19,7970,80964,14,0,0,0,0,0,0,0,1154,16,1,0,0,-0.145415676101204,-0.147886455059052,0.914000487175394,0.816400289535522,0.346918196835814,0.350010812282562,88948,0.9102396906057472,0.0001573953321041,1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854824935952178,0.013663535439795,0.0008539709649871,0.0,0.0,2017,-0.22051265835762,-0.227187743931538,0.834913195625265,0.743195295333862,0.444819597871467,0.449290066957474,47361,49051
17,10,BIHAR,15,GOPALGANJ,99,Baikunthpur,17,GOPALGANJ (SC),1017,,1.09405969069,0.03433488505,375885,38113,53219,5570,25726,40253,5384,0,0,0,0,144,40,0,1462,0,12,12,30,-0.162733680689114,-0.163573548197746,1.329032463604064,1.228300094604492,0.323116813260796,0.339249700307846,71363,0.5640598069027367,0.0754452587475302,1700,0.0,0.0,0.0,0.0,0.0847058823529411,0.0235294117647058,0.0,0.86,0.0,0.0070588235294117,0.0070588235294117,0.0176470588235294,2017,-0.168393760919571,-0.173168550675574,1.180726874948812,1.097850859165192,0.356561178396667,0.367951959371567,26909,26914
7,10,BIHAR,5,MADHUBANI,39,Phulparas,7,JHANJHARPUR,1007,,1.71637479897,0.03799094229,426034,58697,37084,1275,59269,41643,1040,0,0,0,0,1,34,0,1805,25,0,4,15,-0.112596686796043,-0.120911374688148,0.901525429981665,0.800397992134094,0.322582472563081,0.329346045851707,101952,0.4084569209039548,0.0102008788449466,1884,0.0,0.0,0.0,0.0,0.0005307855626326,0.0180467091295116,0.0,0.9580679405520168,0.0132696390658174,0.0,0.0021231422505307,0.0079617834394904,2017,-0.208926267921925,-0.203795523614161,0.727495250664552,0.624573230743408,0.451785827938532,0.470016971230507,13183,23469
6,10,BIHAR,5,MADHUBANI,35,Bisfi,6,MADHUBANI,1006,,0.99926878986,0.02407781426,282973,14365,34214,4,12043,34913,1,0,0,0,0,0,0,0,1166,27,0,0,0,-0.1537938383668,-0.159457869827747,1.213089752546414,1.089521646499634,0.364872617630027,0.370340615510941,46957,0.7435100198053538,2.1296079391783973e-05,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9773679798826488,0.0226320201173512,0.0,0.0,0.0,2017,-0.197945706546307,-0.198680992522089,0.906791134409326,0.818768322467804,0.431185140733431,0.43857978284359,47361,49051
8,10,BIHAR,6,SUPAUL *,44,Triveniganj (SC),8,SUPAUL,1008,,1.42655163474,0.03838471712,473849,53471,1197,0,52872,1522,0,0,0,0,0,0,0,0,1896,0,10,0,0,-0.220114683440552,-0.236027076840401,0.89712808739256,0.850857138633728,0.402599215332816,0.401582360267639,54394,0.0279810273191896,0.0,1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994753410283316,0.0,0.0052465897166841,0.0,0.0,2017,-0.33442360162735,-0.302107777978223,0.876934651029173,0.831674695014954,0.522368299954897,0.550604045391083,175377,175937
15,10,BIHAR,14,MUZAFFARPUR,89,Aurai,15,MUZAFFARPUR,1015,,1.18883633499,0.02937243035,246286,93847,64272,2,46753,111943,7,0,0,0,0,2,0,0,1446,0,5,0,2,-0.246004783383678,-0.253499776124954,0.838561494303636,0.762827187776566,0.415459588000913,0.418008506298065,158703,0.7053615873675986,4.41075468012577e-05,1455,0.0,0.0,0.0,0.0,0.0013745704467353,0.0,0.0,0.9938144329896909,0.0,0.0034364261168384,0.0,0.0013745704467353,2017,-0.314570337533951,-0.295824933640989,0.795952918752002,0.70916935801506,0.494398690944751,0.510286211967468,152199,158444
9,10,BIHAR,7,ARARIA,49,Araria,9,ARARIA,1009,,1.29317196468,0.03580496548,471965,4891,16128,0,12802,5993,0,0,0,0,0,8,0,0,1712,11,46,0,0,-0.224446449854856,-0.258001744747162,1.026426233979491,0.79910945892334,0.400680211090389,0.415987804532051,18795,0.3188613993083267,0.0,1777,0.0,0.0,0.0,0.0,0.0045019696117051,0.0,0.0,0.963421496904896,0.0061902082160945,0.0258863252673044,0.0,0.0,2017,-0.259899377822876,-0.234580397119011,1.033148779495328,0.790661036968231,0.426847100852208,0.449590474367142,16917,17073
6,10,BIHAR,5,MADHUBANI,36,Madhubani,6,MADHUBANI,1006,,0.87476319873,0.02136717346,285277,2985,5843,97,1662,7322,0,0,0,0,0,13,0,0,1017,23,0,0,0,-0.11530570611031,-0.114617839455605,1.362330127591477,1.125726580619812,0.328107219585494,0.332205057144165,8984,0.8150044523597507,0.0,1053,0.0,0.0,0.0,0.0,0.0123456790123456,0.0,0.0,0.9658119658119658,0.0218423551756885,0.0,0.0,0.0,2017,-0.16472303122282,-0.166755412104961,1.112640613367907,0.859680473804474,0.428653442652438,0.437319412827492,47361,49051
7,10,BIHAR,5,MADHUBANI,38,Jhanjharpur,7,JHANJHARPUR,1007,,1.29446659997,0.02941767595,329709,30864,44381,89,22285,54756,34,0,0,0,0,1,0,0,1425,27,0,0,5,-0.105675567631167,-0.104862801730633,1.06005241698762,0.963995099067688,0.315982019705613,0.318808019161224,77075,0.7104249108011677,0.0004411287706779,1458,0.0,0.0,0.0,0.0,0.0006858710562414,0.0,0.0,0.977366255144033,0.0185185185185185,0.0,0.0,0.0034293552812071,2017,-0.162330836057663,-0.166269973502721,0.98311281808075,0.881767511367798,0.426310479927385,0.430921047925949,13183,23469
16,10,BIHAR,14,MUZAFFARPUR,90,Minapur,16,VAISHALI,1016,,1.4530518992,0.02767959535,342223,18705,20163,6,12749,27963,2,0,0,0,0,7,0,0,1352,1,11,0,2,-0.260550209177858,-0.273304313421249,1.189740574307761,1.101061046123505,0.397031569053898,0.408290535211563,40714,0.686815346072604,4.912315174141573e-05,1373,0.0,0.0,0.0,0.0,0.0050983248361252,0.0,0.0,0.9847050254916242,0.0007283321194464,0.0080116533139111,0.0,0.0014566642388929,2017,-0.274945467710495,-0.266169004757692,1.059363458316458,0.974227160215378,0.440006242646597,0.449548870325089,29016,43118
8,10,BIHAR,6,SUPAUL *,42,Pipra,8,SUPAUL,1008,,1.55457129148,0.04410671597,523805,47563,33749,2228,50321,28255,2825,0,0,0,0,7,187,0,1965,0,1,10,19,-0.165634945406225,-0.180900856852531,1.224971925499023,1.138422131538391,0.337974435570573,0.353203892707825,81401,0.3471087578776674,0.034704733357084,2189,0.0,0.0,0.0,0.0,0.0031978072179077,0.0854271356783919,0.0,0.897670169026953,0.0,0.0004568296025582,0.0045682960255824,0.0086797624486066,2017,-0.286842614412308,-0.259888633896586,1.138569399611986,1.053275942802429,0.482251529351248,0.518639743328094,175377,175937
18,10,BIHAR,16,SIWAN,105,Siwan,18,SIWAN,1018,,0.85688070258,0.01543145582,201277,8003,3224,0,7870,1048,0,0,0,0,0,11,0,0,712,43,1,0,0,-0.227830165526626,-0.243422955274582,2.008504777086582,1.616634607315063,0.385744430283595,0.399510681629181,8918,0.1175151379233011,0.0,767,0.0,0.0,0.0,0.0,0.014341590612777,0.0,0.0,0.9282920469361148,0.0560625814863103,0.0013037809647979,0.0,0.0,2017,-0.291082337498665,-0.273455525483924,1.447628500040655,1.021385192871094,0.459297286109507,0.481749460101128,8869,8901
18,10,BIHAR,16,SIWAN,110,Barharia,18,SIWAN,1018,,0.99334214464,0.0230885416,299971,9344,8610,0,10889,1205,0,0,0,0,0,7,0,0,1125,9,0,0,0,-0.206373881289056,-0.215431436896324,1.598861086753107,1.395815014839172,0.389958781057438,0.400648504495621,12094,0.0996361832313544,0.0,1141,0.0,0.0,0.0,0.0,0.0061349693251533,0.0,0.0,0.985977212971078,0.0078878177037686,0.0,0.0,0.0,2017,-0.247506678104401,-0.239000908531717,0.964562021475204,0.801246404647827,0.430755803548051,0.444613486528397,8869,8901
18,10,BIHAR,16,SIWAN,106,Ziradei,18,SIWAN,1018,,1.17527026924,0.02478899244,331250,7466,2568,0,6091,639,0,0,0,0,0,0,0,0,1219,0,0,0,0,-0.214303028888717,-0.220763765275478,1.441412178529957,1.303499698638916,0.383592130430278,0.389878004789352,6730,0.0949479940564635,0.0,1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,-0.284339845180511,-0.272927728088792,0.899780736173072,0.790235340595245,0.471436999568044,0.485278084874153,8869,8901
8,10,BIHAR,6,SUPAUL *,43,Supaul,8,SUPAUL,1008,,1.76401417288,0.03654374633,371176,53276,72181,6526,60044,61616,7777,0,0,0,0,7,231,0,1484,3,9,30,51,-0.132749013361702,-0.149409040808678,1.149486114866826,0.889036357402802,0.289080878391554,0.315390557050705,129437,0.476030810355617,0.0600832837596668,1815,0.0,0.0,0.0,0.0,0.0038567493112947,0.1272727272727272,0.0,0.8176308539944903,0.0016528925619834,0.0049586776859504,0.0165289256198347,0.028099173553719,2017,-0.217713549733162,-0.21151118269992,1.061319392507906,0.691106796264648,0.4165624542976,0.451671361923218,175377,175937
6,10,BIHAR,13,DARBHANGA,86,Keoti,6,MADHUBANI,1006,,1.27111040228,0.0221114836,190328,22587,91390,167,9379,104993,64,0,0,0,0,0,0,0,1092,12,0,0,0,-0.152245525028969,-0.155210748314857,1.086347198004232,1.023981928825378,0.344566569745984,0.348093867301941,114436,0.9174822608270125,0.0005592645670942,1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891304347826086,0.0108695652173913,0.0,0.0,0.0,2017,-0.231267556548119,-0.238574491555205,0.936497975661255,0.859418332576752,0.455759219561971,0.462360829114914,47361,49051
16,10,BIHAR,14,MUZAFFARPUR,96,Baruraj,16,VAISHALI,1016,,1.05691857109,0.02934834673,371930,11527,20612,15,19492,8915,23,0,0,0,0,5,0,0,1398,0,48,0,3,-0.173227096367551,-0.172209404408932,1.226407093369364,1.163286447525024,0.342560772382061,0.346445873379707,28430,0.3135772071755188,0.0008090045726345,1454,0.0,0.0,0.0,0.0,0.0034387895460797,0.0,0.0,0.9614855570839064,0.0,0.0330123796423658,0.0,0.0020632737276478,2017,-0.197668224573135,-0.203234526042474,0.985674028387619,0.905785918235779,0.386686982813834,0.38937571644783,29016,43118
16,10,BIHAR,14,MUZAFFARPUR,98,Sahebganj,16,VAISHALI,1016,,1.16070680094,0.0370607819,399778,30435,75014,5059,24675,56156,5441,0,0,0,0,112,37,0,1618,3,26,0,43,-0.174062241928798,-0.170858852565289,1.178089176695976,1.116424381732941,0.339059102160312,0.346216470003128,86272,0.6509180267062314,0.0630679710682492,1839,0.0,0.0,0.0,0.0,0.0609026644915715,0.0201196302338227,0.0,0.879825992387167,0.0016313213703099,0.0141381185426862,0.0,0.0233822729744426,2017,-0.200918160378933,-0.209010488792071,0.806659538634566,0.746432691812515,0.382164644924954,0.390155628323555,29016,43118
9,10,BIHAR,7,ARARIA,50,Jokihat,9,ARARIA,1009,,1.21859188026,0.03280711831,430957,9729,11024,0,12859,5706,0,0,0,0,0,0,0,0,1620,2,5,0,1,-0.193838991275267,-0.208753421902657,0.795113853174331,0.743873089551926,0.381916857284534,0.384585529565811,18565,0.3073525451117694,0.0,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995085995085995,0.0012285012285012,0.003071253071253,0.0,0.0006142506142506,2017,-0.197693198919296,-0.186549882982077,0.74502915784423,0.667657256126404,0.409174195481387,0.418042287230492,16917,17073
19,10,BIHAR,16,SIWAN,111,Goriakothi,19,MAHARAJGANJ,1019,,1.00703303081,0.02670980514,327621,15162,24960,0,14739,4801,0,0,0,0,0,22,0,0,1274,4,11,0,11,-0.197281407160601,-0.201928451657295,1.581642888806901,1.49755847454071,0.381694450426811,0.39266699552536,19540,0.2457011258955987,0.0,1322,0.0,0.0,0.0,0.0,0.0166414523449319,0.0,0.0,0.9636913767019668,0.0030257186081694,0.0083207261724659,0.0,0.0083207261724659,2017,-0.220787614583969,-0.219544716852965,1.116960148316509,1.043972969055176,0.411834328211151,0.420798450708389,18624,19442
15,10,BIHAR,14,MUZAFFARPUR,91,Bochaha (SC),15,MUZAFFARPUR,1015,,1.19792468525,0.02261163377,241948,24200,45200,0,22733,45879,0,0,0,0,0,67,0,0,965,43,40,0,8,-0.227877456980473,-0.237354516983032,2.224833164987761,1.475054502487183,0.360830733436819,0.37272235751152,68612,0.6686731184049437,0.0,1123,0.0,0.0,0.0,0.0,0.0596616206589492,0.0,0.0,0.8593054318788959,0.0382902938557435,0.0356188780053428,0.0,0.0071237756010685,2017,-0.229355528950691,-0.232535767794722,2.098099642709204,1.429440259933472,0.404525955562682,0.40612331032753,152199,158444
14,10,BIHAR,13,DARBHANGA,82,Darbhanga Rural,14,DARBHANGA,1014,,1.20555380029,0.02361847393,290195,8493,26465,56,6851,29384,16,0,0,0,0,0,0,0,1166,5,0,0,0,-0.116708516038802,-0.117014043033123,1.258098296111538,1.121142089366913,0.308275625566876,0.310204982757568,36251,0.8105707428760586,0.0004413671346997,1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995730145175064,0.0042698548249359,0.0,0.0,0.0,2017,-0.19193172454834,-0.196652372069098,1.145887472875872,0.99718314409256,0.451676159836101,0.46010634303093,30618,33317
15,10,BIHAR,14,MUZAFFARPUR,88,Gaighat,15,MUZAFFARPUR,1015,,0.99204977915,0.03456458901,306653,71861,97328,96,69065,98786,29,0,0,0,0,2,0,0,1701,2,9,0,0,-0.257120018915726,-0.268124684691429,1.009830286768516,0.940747618675232,0.404688941861734,0.412254065275192,167880,0.5884322134858232,0.0001727424350726,1714,0.0,0.0,0.0,0.0,0.0011668611435239,0.0,0.0,0.9924154025670944,0.0011668611435239,0.0052508751458576,0.0,0.0,2017,-0.331246510148048,-0.315583697319955,0.939684989541613,0.881411969661713,0.51275320167425,0.53357869386673,152199,158444
16,10,BIHAR,14,MUZAFFARPUR,95,Kanti,16,VAISHALI,1016,,0.86428844855,0.02619470136,327704,14522,18491,1,19780,9297,9,0,0,0,0,63,1,0,1136,43,60,0,2,-0.203186952496581,-0.205491706728935,1.929683545565513,1.171547174453735,0.356703865102105,0.364520639181137,29086,0.3196383139654817,0.0003094272158426,1305,0.0,0.0,0.0,0.0,0.0482758620689655,0.0007662835249042,0.0,0.8704980842911877,0.0329501915708812,0.0459770114942528,0.0,0.0015325670498084,2017,-0.193917259573936,-0.204021968706891,1.877990413057298,1.124953031539917,0.382764137301882,0.38091978430748,29016,43118
14,10,BIHAR,13,DARBHANGA,83,Darbhanga,14,DARBHANGA,1014,,0.67893743592,0.00756457293,70336,8821,24974,18,5921,27685,12,0,0,0,0,15,0,0,258,96,4,0,0,-0.131216769439194,-0.135724857449532,3.862113608077248,2.1946040391922,0.288791538084234,0.308173209428787,33618,0.823517163424356,0.0003569516330537,373,0.0,0.0,0.0,0.0,0.0402144772117962,0.0,0.0,0.6916890080428955,0.257372654155496,0.0107238605898123,0.0,0.0,2017,-0.168919816613197,-0.181596689707065,3.988415932830642,2.024339914321899,0.381045953755817,0.3893763422966,30618,33317
14,10,BIHAR,13,DARBHANGA,81,Alinagar,14,DARBHANGA,1014,,1.07671754229,0.02550290965,302694,19859,28592,19,12947,33803,4,0,0,0,0,0,0,0,1258,6,0,0,0,-0.118218862821311,-0.119145806878805,0.992456886231192,0.892370760440826,0.301640048630542,0.301245585083961,46754,0.72299696282671,8.555417718270094e-05,1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995253164556962,0.0047468354430379,0.0,0.0,0.0,2017,-0.188246712088585,-0.190129024992389,0.777856855500828,0.699802100658417,0.44146882020894,0.452732890844345,30618,33317
9,10,BIHAR,7,ARARIA,47,Raniganj (SC),9,ARARIA,1009,,1.41735990239,0.04997009892,684045,1673,2356,0,2239,789,0,0,0,0,0,0,0,0,2350,0,137,0,0,-0.238378007706872,-0.25976300239563,0.822590101797541,0.754146635532379,0.442765772687083,0.457155227661133,3028,0.2605680317040951,0.0,2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9449135504624046,0.0,0.0550864495375955,0.0,0.0,2017,-0.234578162431717,-0.228117082624524,0.632158403922148,0.567263245582581,0.446205556634333,0.459701418876648,16917,17073
18,10,BIHAR,16,SIWAN,107,Darauli (SC),18,SIWAN,1018,,1.13629182965,0.03279369662,393074,14990,39985,3506,19682,29992,3471,0,0,0,0,0,8,0,1548,5,0,12,46,-0.219193063002697,-0.242090776562691,0.995957171751903,0.957651078701019,0.389013740933412,0.41643625497818,53145,0.5643428356383479,0.0653118825853796,1619,0.0,0.0,0.0,0.0,0.0,0.0049413218035824,0.0,0.9561457689932056,0.003088326127239,0.0,0.0074119827053736,0.0284126003705991,2017,-0.275604158639908,-0.250838826366358,0.71409202008981,0.667234420776367,0.455694029110394,0.487777262926102,8869,8901
19,10,BIHAR,17,SARAN,116,Taraiya,19,MAHARAJGANJ,1019,,1.01672488779,0.02876563961,320597,32982,39311,3178,17690,21684,3863,0,0,0,0,38,10,0,1333,0,28,0,20,-0.20662363521331,-0.215215429663658,1.624183324189253,1.522840261459351,0.385504142768481,0.403981268405914,43237,0.5015149062145847,0.0893447741517681,1429,0.0,0.0,0.0,0.0,0.026592022393282,0.006997900629811,0.0,0.932820153953814,0.0,0.0195941217634709,0.0,0.0139958012596221,2017,-0.205266490578651,-0.203779259785671,1.134167437549208,1.039046227931976,0.397148715102683,0.407433196902275,18624,19442
18,10,BIHAR,16,SIWAN,108,Raghunathpur,18,SIWAN,1018,,1.28861566666,0.02389653997,301420,13757,13814,2,11378,10881,0,0,0,0,0,2,0,0,1173,15,0,0,4,-0.223699050420961,-0.238596215844154,1.228986169707957,1.064239919185638,0.401747412724971,0.411417573690414,22259,0.4888359764589604,0.0,1194,0.0,0.0,0.0,0.0,0.0016750418760469,0.0,0.0,0.9824120603015076,0.0125628140703517,0.0,0.0,0.0033500837520938,2017,-0.2658431828022,-0.250625935379096,0.866894556987911,0.762875288724899,0.462028657275089,0.477686375379562,8869,8901
19,10,BIHAR,17,SARAN,115,Baniapur,19,MAHARAJGANJ,1019,,1.14806618467,0.02522618389,317955,18283,11104,0,17894,1526,0,0,0,0,0,26,0,0,1183,8,24,0,5,-0.187507908056243,-0.192108459770679,1.590684514966228,1.399817943572998,0.395748127010129,0.404132202267647,19420,0.0785787847579814,0.0,1246,0.0,0.0,0.0,0.0,0.0208667736757624,0.0,0.0,0.949438202247191,0.0064205457463884,0.0192616372391653,0.0,0.0040128410914927,2017,-0.200299754738808,-0.202385743422264,1.27935209458204,1.099859118461609,0.414851498626442,0.417642951011658,18624,19442
10,10,BIHAR,9,PURNIA,56,Amour,10,KISHANGANJ,1010,,1.17440271741,0.04231365198,507787,34668,39743,409,48819,20610,148,0,0,0,0,0,7,0,2081,2,0,0,1,-0.154799977835359,-0.151889622211456,0.603281242801374,0.572990953922272,0.351697165396411,0.339774906635284,69577,0.2962185779783549,0.0021271397157106,2091,0.0,0.0,0.0,0.0,0.0,0.0033476805356288,0.0,0.995217599234816,0.0009564801530368,0.0,0.0,0.0004782400765184,2017,-0.141843497753143,-0.147027927200722,0.576521364559654,0.547482758760452,0.350198142811353,0.337533503770828,66422,66537
14,10,BIHAR,13,DARBHANGA,85,Bahadurpur,14,DARBHANGA,1014,,1.42676410466,0.02803036267,197063,22959,165909,1,11753,177943,2,0,0,0,0,10,0,0,1345,26,5,0,0,-0.18954159991346,-0.199576489627361,1.317850736221532,1.084934830665588,0.346527583272761,0.34852996468544,189698,0.9380330841653576,1.0543073727714576e-05,1386,0.0,0.0,0.0,0.0,0.0072150072150072,0.0,0.0,0.9704184704184704,0.0187590187590187,0.0036075036075036,0.0,0.0,2017,-0.316594585776329,-0.298405183271004,1.117848388225801,0.839389324188232,0.515177383800011,0.541399419307709,30618,33317
14,10,BIHAR,13,DARBHANGA,80,Benipur,14,DARBHANGA,1014,,1.468746495,0.02486209923,327596,8989,5719,10,4719,11684,0,0,0,0,0,0,0,0,1222,6,1,0,0,-0.146415758545654,-0.153210833668709,1.042624960648955,0.876959443092346,0.324136370835418,0.325583308935165,16403,0.7123087240138999,0.0,1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943043124491456,0.0048820179007323,0.000813669650122,0.0,0.0,2017,-0.227532394230366,-0.225864562109921,0.750078900078707,0.65248316526413,0.491443517914352,0.503768801689148,30618,33317
19,10,BIHAR,16,SIWAN,112,Maharajganj,19,MAHARAJGANJ,1019,,1.333457551,0.02377285101,289666,15731,21921,0,23523,1950,0,0,0,0,0,17,0,0,1134,7,4,0,16,-0.186361166997179,-0.193219229578972,1.297583599500327,1.193775534629822,0.392473209602929,0.401829168200493,25473,0.0765516429160287,0.0,1178,0.0,0.0,0.0,0.0,0.0144312393887945,0.0,0.0,0.9626485568760612,0.0059422750424448,0.0033955857385398,0.0,0.0135823429541595,2017,-0.221773654222488,-0.219106718992638,1.004806731414072,0.837393343448639,0.423324154519223,0.430520668625832,18624,19442
16,10,BIHAR,14,MUZAFFARPUR,97,Paroo,16,VAISHALI,1016,,1.07935571418,0.03098262427,363784,16915,43943,1930,27730,7697,1389,0,0,0,0,15,8,0,1467,0,23,0,24,-0.187877568321277,-0.1872343942523,1.495426158174892,1.430710315704346,0.360055841191469,0.364650055766106,36816,0.2090667101260321,0.0377281616688396,1537,0.0,0.0,0.0,0.0,0.0097592713077423,0.0052049446974625,0.0,0.9544567338972024,0.0,0.0149642160052049,0.0,0.0156148340923877,2017,-0.208927392959595,-0.217972460706354,1.100354306893944,1.04147082567215,0.39981743877153,0.400642246007919,29016,43118
13,10,BIHAR,11,MADHEPURA,73,Madhepura,13,MADHEPURA,1013,,1.53997460006,0.03892627111,526687,7183,2092,0,5662,2302,0,0,0,0,0,6,0,0,1902,9,15,0,0,-0.197337105368643,-0.209143713116646,1.643321423191571,1.387407541275024,0.359691289326706,0.361044958233833,7964,0.2890507282772476,0.0,1932,0.0,0.0,0.0,0.0,0.0031055900621118,0.0,0.0,0.984472049689441,0.0046583850931677,0.0077639751552795,0.0,0.0,2017,-0.294256120920181,-0.270514523430392,1.462468367879973,1.206148386001587,0.518272085273257,0.548087984323502,7826,7960
15,10,BIHAR,14,MUZAFFARPUR,94,Muzaffarpur,15,MUZAFFARPUR,1015,,0.38264352185,0.00337215845,44368,729,1325,7,873,874,4,0,0,0,0,31,0,0,31,98,6,0,0,-0.085669501092348,-0.057127580046654,10.991022025149292,10.90007781982422,0.231477771238417,0.229546591639519,1751,0.4991433466590519,0.0022844089091947,166,0.0,0.0,0.0,0.0,0.1867469879518072,0.0,0.0,0.1867469879518072,0.5903614457831325,0.036144578313253,0.0,0.0,2017,-0.046441450715065,-0.08019825766432,9.432111854933522,8.92276668548584,0.246646653800326,0.236095502972603,152199,158444
